date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,fips,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade,population,positive_test_rate,pct_of_population_tested,pct_of_population_positive,simple_death_rate,inferred_positive,hidden_positive,pct_of_population_inferred_positive,pct_of_population_hidden_positive,positive_test_rate_today,positiveIncrease_last_7,totalTestResultsIncrease_last_7,positive_test_rate_7_day_avg,pct_of_population_hospitalized
2020-06-17,TN,32143.0,612430.0,,632.0,2180.0,,,,,21282.0,B,6/17/2020 15:00,2020-06-17T15:00:00Z,06/17 11:00,497.0,2180.0,2020-06-17 15:00:00+00:00,644344.0,37420.0,606924.0,31914.0,476.0,21.0,47,313,5270,644573,644573,5583,644573,4,34,a74b44df66c8658b47f74a4b7def4d553d9e8bed,0,0,0,0,0,,6829174,0.04986712133458895,0.09438520676146193,0.004706718557764087,0.015462153501539993,49700.0,17557.0,0.007277600482869524,0.0025708819251054373,0.05606304854021136,4082.0,115746.0,0.03526687747308762,9.254413491294848e-05
2020-06-18,TN,32829.0,619565.0,,617.0,2209.0,,,,,21949.0,B,6/18/2020 15:00,2020-06-18T15:00:00Z,06/18 11:00,509.0,2209.0,2020-06-18 15:00:00+00:00,652160.0,38194.0,613966.0,32595.0,488.0,21.0,47,686,7135,652394,652394,7821,652394,12,29,318d49edb9462377ca4ebce2bebc80baec38b947,0,0,0,0,0,,6829174,0.05032081840115023,0.09553044043100967,0.004807169944710737,0.015504584361387798,50900.0,18071.0,0.007453317194729553,0.002646147250018816,0.08771256872522695,4291.0,117100.0,0.03664389410760034,9.034767601469811e-05
2020-06-19,TN,34017.0,627672.0,,635.0,2238.0,,,,,22531.0,B,6/19/2020 15:00,2020-06-19T15:00:00Z,06/19 11:00,515.0,2238.0,2020-06-19 15:00:00+00:00,667336.0,39664.0,627672.0,33776.0,494.0,21.0,47,1188,8107,661689,661689,9295,661689,6,29,aabb82bc4df28506a2db6e7aa09651416ad14ef6,0,0,0,0,0,,6829174,0.05140934789606598,0.0968915127949588,0.004981129489452165,0.015139489078989916,51500.0,17483.0,0.007541175550659567,0.0025600460612074023,0.12781065088757396,4891.0,71516.0,0.06839029028469154,9.298342669259855e-05
2020-06-20,TN,34446.0,640894.0,,588.0,2266.0,,,,,22838.0,B,6/20/2020 15:00,2020-06-20T15:00:00Z,06/20 11:00,524.0,2266.0,2020-06-20 15:00:00+00:00,675101.0,40201.0,634900.0,34207.0,503.0,21.0,47,429,13222,675340,675340,13651,675340,9,28,ddac0273684c8efd800bd251ed0122d948e03ca4,0,0,0,0,0,,6829174,0.05100541949240383,0.09889043682295985,0.005043948213942126,0.015212216222493177,52400.0,17954.0,0.007672963084554589,0.0026290148706124635,0.031426269137792104,4905.0,73978.0,0.06630349563383708,8.610118881141409e-05
2020-06-21,TN,35102.0,650527.0,,605.0,2291.0,,,,,23067.0,B,6/21/2020 00:00,2020-06-21T00:00:00Z,06/20 20:00,526.0,2291.0,2020-06-21 00:00:00+00:00,685381.0,40967.0,644414.0,34854.0,505.0,21.0,47,656,9633,685629,685629,10289,685629,2,25,deee5a364fe6f92b3a50c11a0cea35817df26a55,0,0,0,0,0,,6829174,0.05119678426670984,0.10039706119656638,0.0051400066830922745,0.01498490114523389,52600.0,17498.0,0.007702249203197927,0.0025622425201056527,0.0637574108270969,4670.0,70409.0,0.06632674800096579,8.859050889609783e-05
2020-06-22,TN,35553.0,664552.0,,664.0,2301.0,,,,,23567.0,B,6/22/2020 00:00,2020-06-22T00:00:00Z,06/21 20:00,531.0,2301.0,2020-06-22 00:00:00+00:00,699854.0,41499.0,658355.0,35302.0,510.0,21.0,47,451,14025,700105,700105,14476,700105,5,10,f095e4901aa28b6b77a40bf55b51042f534f17e5,0,0,0,0,0,,6829174,0.05078238264260361,0.10251679046397119,0.005206046880633002,0.014935448485359885,53100.0,17547.0,0.007775464499806272,0.0025694176191732704,0.03115501519756839,4393.0,70127.0,0.06264348966874385,9.722991389588258e-05
2020-06-23,TN,36303.0,669116.0,,721.0,2336.0,,,,,24068.0,B,6/23/2020 15:00,2020-06-23T15:00:00Z,06/23 11:00,542.0,2336.0,2020-06-23 15:00:00+00:00,705164.0,42154.0,663010.0,36048.0,521.0,21.0,47,750,4564,705419,705419,5314,705419,11,35,6f11062ba5c0863116e80689687c43947e9a4292,0,0,0,0,0,,6829174,0.051463031191391215,0.10329492263632468,0.00531586982554552,0.014929895600914525,54200.0,17897.0,0.007936538152344632,0.002620668326799112,0.14113662024840046,4473.0,66429.0,0.06733504945129386,0.00010557645770923394
2020-06-24,TN,37235.0,681069.0,,696.0,2386.0,,,,,24693.0,B,6/24/2020 15:00,2020-06-24T15:00:00Z,06/24 11:00,556.0,2386.0,2020-06-24 15:00:00+00:00,718038.0,43217.0,674821.0,36969.0,535.0,21.0,47,932,11953,718304,718304,12885,718304,14,50,69dd173a1b83a792cedea10677512036806b21c9,0,0,0,0,0,,6829174,0.051837383614736936,0.10518168082992174,0.005452343138423476,0.014932187458036794,55600.0,18365.0,0.008141540982847998,0.0026891978444245233,0.07233216918897943,5092.0,73731.0,0.06906186000461136,0.00010191569287881667
2020-06-25,TN,38034.0,689515.0,,741.0,2431.0,,,,,25280.0,B,6/25/2020 15:00,2020-06-25T15:00:00Z,06/25 11:00,567.0,2431.0,2020-06-25 15:00:00+00:00,727268.0,44202.0,683066.0,37753.0,540.0,27.0,47,799,8446,727549,727549,9245,727549,11,45,ba6e21cf5408eb359ebe67a86b7a13f235f4ae5c,0,0,0,0,0,,6829174,0.052276891315911365,0.10653543166421005,0.0055693411824036115,0.014907714150496923,56700.0,18666.0,0.008302614635386358,0.0027332734529827473,0.08642509464575446,5205.0,75155.0,0.06925686913711662,0.00010850506957356775
2020-06-26,TN,39444.0,702588.0,,741.0,2498.0,,,,,25753.0,B,6/26/2020 15:00,2020-06-26T15:00:00Z,06/26 11:00,577.0,2498.0,2020-06-26 15:00:00+00:00,741737.0,45734.0,696003.0,39149.0,552.0,25.0,47,1410,13073,742032,742032,14483,742032,10,67,dbdbabfc6cd5423638d187354ca2ec9a505ae4f0,0,0,0,0,0,,6829174,0.053156737175755225,0.10865618594576738,0.0057758083188391455,0.0146283338403813,57700.0,18256.0,0.008449045228603048,0.0026732369097639042,0.09735552026513844,5427.0,80343.0,0.06754788842836339,0.00010850506957356775
2020-06-27,TN,40172.0,708381.0,,705.0,2564.0,,,,,26159.0,B,6/27/2020 15:00,2020-06-27T15:00:00Z,06/27 11:00,584.0,2564.0,2020-06-27 15:00:00+00:00,748229.0,46468.0,701761.0,39848.0,560.0,24.0,47,728,5793,748553,748553,6521,748553,7,66,827a94acbc7078357e0cf6e3b94359a062bee0d6,0,0,0,0,0,,6829174,0.05366620666806492,0.10961105984413341,0.005882409790700896,0.014537488798167878,58400.0,18228.0,0.008551546643854732,0.0026691368531538365,0.11163931912283392,5726.0,73213.0,0.07821015393441055,0.0001032335682177669
2020-06-28,TN,40172.0,708381.0,,800.0,2564.0,,,,,26159.0,B,6/27/2020 15:00,2020-06-27T15:00:00Z,06/27 11:00,584.0,2564.0,2020-06-27 15:00:00+00:00,748229.0,46468.0,701761.0,39848.0,560.0,24.0,47,0,0,748553,748553,0,748553,0,0,8ad097a65a5f53b46a1ac5cff4c0bcecb4e85e37,0,0,0,0,0,,6829174,0.05366620666806492,0.10961105984413341,0.005882409790700896,0.014537488798167878,58400.0,18228.0,0.008551546643854732,0.0026691368531538365,,5070.0,62924.0,0.08057339012141632,0.0001171444745733525
2020-06-29,TN,42297.0,734909.0,,839.0,2599.0,,,,,26962.0,B,6/29/2020 15:00,2020-06-29T15:00:00Z,06/29 11:00,592.0,2599.0,2020-06-29 15:00:00+00:00,776858.0,48873.0,727985.0,41949.0,568.0,24.0,47,2125,26528,777206,777206,28653,777206,8,35,20c9fc0e7efc35b7bc5391acbc824797a96a21bc,0,0,0,0,0,,6829174,0.05442186498817559,0.11380673563157126,0.006193574801286363,0.013996264510485378,59200.0,16903.0,0.008668691118428086,0.0024751163171417216,0.07416326388161798,6744.0,77101.0,0.08746968262409048,0.00012285526770880342
2020-06-30,TN,43509.0,749618.0,,886.0,2665.0,,,,,27599.0,B,6/30/2020 15:00,2020-06-30T15:00:00Z,06/30 11:00,604.0,2665.0,2020-06-30 15:00:00+00:00,792779.0,50413.0,742366.0,43161.0,578.0,26.0,47,1212,14709,793127,793127,15921,793127,12,66,308e0f47a027c321cec2ba8c124d3ba56b357cc0,0,0,0,0,0,,6829174,0.054857544882471534,0.11613805710617418,0.006371048680264993,0.013882185294996437,60400.0,16891.0,0.008844407830288115,0.0024733591500231216,0.07612587149048426,7206.0,87708.0,0.0821589820768915,0.0001297375055899879
2020-07-01,TN,45315.0,772571.0,,955.0,2715.0,,,,,28283.0,B,7/1/2020 15:00,2020-07-01T15:00:00Z,07/01 11:00,609.0,2715.0,2020-07-01 15:00:00+00:00,817522.0,52617.0,764905.0,44951.0,583.0,26.0,47,1806,22953,817886,817886,24759,817886,5,50,f71b00edea087e210c63ef8ec289b6dc78db5d2b,0,0,0,0,0,,6829174,0.05540503199712429,0.11976353216362623,0.0066355023316143355,0.01343925852366766,60900.0,15585.0,0.00891762312689646,0.0022821207952821235,0.0729431721798134,8080.0,99582.0,0.08113916169588882,0.00013984121652193954
2020-07-02,TN,46890.0,791564.0,,949.0,2775.0,,,,,28938.0,B,7/2/2020 15:00,2020-07-02T15:00:00Z,07/02 11:00,620.0,2775.0,2020-07-02 15:00:00+00:00,838084.0,54471.0,783613.0,46520.0,594.0,26.0,47,1575,18993,838454,838454,20568,838454,11,60,aa7d2b5e9927255dd4d574d8d56c2ac0cfd3c9d2,0,0,0,0,0,,6829174,0.05592435601714584,0.12277531660490712,0.0068661305159306235,0.013222435487310728,62000.0,15110.0,0.00907869677943482,0.0022125662635041955,0.0765752625437573,8856.0,110905.0,0.07985212569316082,0.0001389626329626394
2020-07-03,TN,48712.0,813777.0,,949.0,2825.0,,,,,29591.0,B,7/3/2020 15:00,2020-07-03T15:00:00Z,07/03 11:00,633.0,2825.0,2020-07-03 15:00:00+00:00,862121.0,56644.0,805477.0,48344.0,608.0,25.0,47,1822,22213,862489,862489,24035,862489,13,50,f1f8e0f17cd1cf22c34a605665d3dce6c72061ba,0,0,0,0,0,,6829174,0.05647840146367084,0.12629477591287028,0.007132927056771434,0.012994744621448513,63300.0,14588.0,0.009269056550616517,0.002136129493845083,0.07580611608071562,9268.0,120457.0,0.07694031895199116,0.0001389626329626394
2020-07-04,TN,50140.0,828464.0,,949.0,2860.0,,,,,30043.0,B,7/4/2020 15:00,2020-07-04T15:00:00Z,07/04 11:00,637.0,2860.0,2020-07-04 15:00:00+00:00,878230.0,58202.0,820028.0,49768.0,612.0,25.0,47,1428,14687,878604,878604,16115,878604,4,35,52387fe812a491611b6f1df12a34199218d5db31,0,0,0,0,0,,6829174,0.057067803014782544,0.12865450492255726,0.007342029943884868,0.012704427602712405,63700.0,13560.0,0.009327628787903193,0.0019855988440183247,0.08861309339125038,9968.0,130051.0,0.07664685392653652,0.0001389626329626394
2020-07-05,TN,51431.0,844735.0,,949.0,2871.0,,,,,30254.0,B,7/5/2020 15:00,2020-07-05T15:00:00Z,07/05 11:00,646.0,2871.0,2020-07-05 15:00:00+00:00,895796.0,59768.0,836028.0,51061.0,621.0,25.0,47,1291,16271,896166,896166,17562,896166,9,11,883cc5d0de18707e2c12ac16bb7edc143a247e6e,0,0,0,0,0,,6829174,0.057390037113659746,0.13122611900062878,0.007531071839727616,0.012560517975540045,64600.0,13169.0,0.009459416321798215,0.001928344482070599,0.07351098963671564,11259.0,147613.0,0.07627376992541307,0.0001389626329626394
2020-07-06,TN,52155.0,852463.0,,940.0,2897.0,,,,,31020.0,B,7/6/2020 15:00,2020-07-06T15:00:00Z,07/06 11:00,653.0,2897.0,2020-07-06 15:00:00+00:00,904237.0,60554.0,843683.0,51774.0,628.0,25.0,47,724,7728,904618,904618,8452,904618,7,26,9aaecd4e7492b8b7034fe276e94150ab5483fcc9,0,0,0,0,0,,6829174,0.05765417004746755,0.13246375037449623,0.0076370875892165,0.012520371968171795,65300.0,13145.0,0.009561917737049898,0.0019248301478333983,0.08566019876952201,9858.0,127412.0,0.07737104825291181,0.00013764475762368918
2020-07-07,TN,53514.0,867685.0,,1112.0,2950.0,,,,,31827.0,B,7/7/2020 15:00,2020-07-07T15:00:00Z,07/07 11:00,665.0,2950.0,2020-07-07 15:00:00+00:00,920801.0,62185.0,858616.0,53116.0,640.0,25.0,47,1359,15222,921199,921199,16581,921199,12,53,0ad6b5a4b0e20dc3fb65167f1c5f20523fe987a2,0,0,0,0,0,,6829174,0.058091682687454065,0.1348917160406222,0.007836086765397982,0.01242665470717943,66500.0,12986.0,0.009737634448909927,0.0019015476835119445,0.08196128098425909,10005.0,128072.0,0.07812011993253795,0.00016283081965695997
2020-07-08,TN,55986.0,894973.0,,1160.0,3023.0,,,,,32736.0,A,7/8/2020 15:00,2020-07-08T15:00:00Z,07/08 11:00,685.0,3023.0,2020-07-08 15:00:00+00:00,950540.0,65002.0,885538.0,55567.0,660.0,25.0,47,2472,27288,950959,950959,29760,950959,20,73,2b9cfd8418ae446862a1c0fa6df7247e01d2b34b,0,0,0,0,0,,6829174,0.058873200632203915,0.1392494904947509,0.008198063191829641,0.012235201657557246,68500.0,12514.0,0.010030495635343308,0.0018324324435136665,0.08306451612903226,10671.0,133073.0,0.08018906915753007,0.00016985948813136114
2020-07-09,TN,57591.0,915123.0,,1135.0,3088.0,,,,,33609.0,A,7/9/2020 15:00,2020-07-09T15:00:00Z,07/09 11:00,710.0,3088.0,2020-07-09 15:00:00+00:00,972276.0,67068.0,905208.0,57153.0,684.0,26.0,47,1605,20150,972714,972714,21755,972714,25,65,a8268dafcab2cca75a552155f589f818ceb8b4bd,0,0,0,0,0,,6829174,0.05920650879909203,0.14243508805018001,0.00843308429394243,0.012328315188137035,71000.0,13409.0,0.010396572118385034,0.0019634878244426048,0.07377614341530683,10701.0,134260.0,0.07970356025621927,0.00016619872330094388
2020-07-10,TN,59546.0,935029.0,,1184.0,3146.0,,,,,34740.0,A,7/10/2020 15:00,2020-07-10T15:00:00Z,07/10 11:00,723.0,3146.0,2020-07-10 15:00:00+00:00,994114.0,69283.0,924831.0,59085.0,697.0,26.0,47,1955,19906,994575,994575,21861,994575,13,58,a4aba498e5cdbb8a6fd96b5029035d547b9b28db,0,0,0,0,0,,6829174,0.05987079908503632,0.14563620724849008,0.00871935610368106,0.012141873509555638,72300.0,12754.0,0.010586931889566732,0.0018675757858856723,0.08942866291569461,10834.0,132086.0,0.08202231879230198,0.0001733738223685617
2020-03-04,TX,1.0,,,,,,,,,,,,,,,,,,,,,,,48,0,0,1,1,0,1,0,0,96441ba1af46d4ffa1ec79e6181dab7bc56f1a4c,0,0,0,0,0,,28995881,1.0,3.4487657057221335e-08,3.4487657057221335e-08,,,,,,,,,,
2020-03-05,TX,1.0,,,,,,,,,,,,,,,,,,,,,,,48,0,0,1,1,0,1,0,0,220995ea197970fcef0be80668189127cd66c78f,0,0,0,0,0,,28995881,1.0,3.4487657057221335e-08,3.4487657057221335e-08,,,,,,,,,,
2020-03-06,TX,5.0,,,,,,,,,,,,,,,,,,,,,,,48,4,0,5,5,4,5,0,0,268742cab454582951ca50e8ce17958246e55b95,0,0,0,0,0,,28995881,1.0,1.7243828528610666e-07,1.7243828528610666e-07,,,,,,1.0,,,,
2020-03-07,TX,8.0,,,,,,,,,,,,,,,,,,,,,,,48,3,0,8,8,3,8,0,0,58b587b7761017e0642aa36a77b289ef80bd14a7,0,0,0,0,0,,28995881,1.0,2.759012564577707e-07,2.759012564577707e-07,,,,,,1.0,,,,
2020-03-08,TX,8.0,,,,,,,,,,,,,,,,,,,,,,,48,0,0,8,8,0,8,0,0,66678b80403c59115a5b0d9af68609bf53c85d7f,0,0,0,0,0,,28995881,1.0,2.759012564577707e-07,2.759012564577707e-07,,,,,,,,,,
2020-03-09,TX,12.0,,,,,,,,,,,,,,,,,,,,,,,48,4,0,12,12,4,12,0,0,b5a16d39ebc013d9d1aed91a7a29372c65715c5d,0,0,0,0,0,,28995881,1.0,4.13851884686656e-07,4.13851884686656e-07,,,,,,1.0,,,,
2020-03-10,TX,13.0,,,,,,,,,,,,,,,,,,,,,,,48,1,0,13,13,1,13,0,0,26c418959f341a931eb7c047bd6566cb1ca3d98c,0,0,0,0,0,,28995881,1.0,4.4833954174387734e-07,4.4833954174387734e-07,,,,,,1.0,12.0,12.0,1.0,
2020-03-11,TX,21.0,,,,,,,,,,,,,,,,,,,,,,,48,8,0,21,21,8,21,0,0,ac26ae92750a69153695bbb59d7ca0f53256195c,0,0,0,0,0,,28995881,1.0,7.24240798201648e-07,7.24240798201648e-07,,,,,,1.0,20.0,20.0,1.0,
2020-03-12,TX,23.0,,,,,,,,,,,3/12/2020 11:00,2020-03-12T11:00:00Z,03/12 07:00,,,2020-03-12 11:00:00+00:00,,,,,,,48,2,0,23,23,2,23,0,0,5281817ad6e210a07b96f3c9a8650e10bf8bc32b,0,0,0,0,0,,28995881,1.0,7.932161123160907e-07,7.932161123160907e-07,,,,,,1.0,22.0,22.0,1.0,
2020-03-13,TX,39.0,,,,,,,,,,,3/13/2020 00:00,2020-03-13T00:00:00Z,03/12 20:00,,,2020-03-13 00:00:00+00:00,,,,,,,48,16,0,39,39,16,39,0,0,bbdac39aa94e2e0f36951a1ffbc643c6d199541c,0,0,0,0,0,,28995881,1.0,1.3450186252316321e-06,1.3450186252316321e-06,,,,,,1.0,34.0,34.0,1.0,
2020-03-14,TX,51.0,,,,,,,,,,,3/14/2020 13:00,2020-03-14T13:00:00Z,03/14 09:00,,,2020-03-14 13:00:00+00:00,,,,,,,48,12,0,51,51,12,51,0,0,c1c81c4091c2b2806081285e838ffff33886577c,0,0,0,0,0,,28995881,1.0,1.758870509918288e-06,1.758870509918288e-06,,,,,,1.0,43.0,43.0,1.0,
2020-03-15,TX,56.0,,,,,,,,,,,3/15/2020 13:00,2020-03-15T13:00:00Z,03/15 09:00,,,2020-03-15 13:00:00+00:00,,,,,,,48,5,0,56,56,5,56,0,0,b63579130acbadf5b01d7cd4b30cf0973d348fd0,0,0,0,0,0,,28995881,1.0,1.931308795204395e-06,1.931308795204395e-06,,,,,,1.0,48.0,48.0,1.0,
2020-03-16,TX,57.0,,,,,,,,,,,3/16/2020 15:21,2020-03-16T15:21:00Z,03/16 11:21,,,2020-03-16 15:21:00+00:00,,,,,,,48,1,0,57,57,1,57,0,0,d45f404c810c94d934ba27e9e17ae10f5fef3a53,0,0,0,0,0,,28995881,1.0,1.965796452261616e-06,1.965796452261616e-06,,,,,,1.0,45.0,45.0,1.0,
2020-03-17,TX,64.0,1204.0,,,,,,,,,,3/17/2020 13:00,2020-03-17T13:00:00Z,03/17 09:00,1.0,,2020-03-17 13:00:00+00:00,,,,,,,48,7,1204,1268,1268,1211,1268,1,0,81d4bae8261ab3acc6571b620dc2ce7238d45da1,0,0,0,0,0,,28995881,0.050473186119873815,4.3730349148556654e-05,2.2072100516621654e-06,0.015625,100.0,36.0,3.4487657057221336e-06,1.241555654059968e-06,0.005780346820809248,51.0,1255.0,0.04063745019920319,
2020-03-18,TX,83.0,1824.0,,,,,,,,,,3/18/2020 13:00,2020-03-18T13:00:00Z,03/18 09:00,2.0,,2020-03-18 13:00:00+00:00,,,,,,,48,19,620,1907,1907,639,1907,1,0,7868397af3bc147a3ab972209883b757699bd4d9,0,0,0,0,0,,28995881,0.043523859465128475,6.576796200812108e-05,2.862475535749371e-06,0.024096385542168676,200.0,117.0,6.897531411444267e-06,4.035055875694896e-06,0.0297339593114241,62.0,1886.0,0.032873806998939555,
2020-03-19,TX,143.0,2212.0,,,,,,,,,,3/19/2020 13:00,2020-03-19T13:00:00Z,03/19 09:00,3.0,,2020-03-19 13:00:00+00:00,,,,,,,48,60,388,2355,2355,448,2355,1,0,ccb5835490a15d47263d1a88833d2b6db9a611f8,0,0,0,0,0,,28995881,0.06072186836518047,8.121843236975624e-05,4.931734959182651e-06,0.02097902097902098,300.0,157.0,1.03462971171664e-05,5.41456215798375e-06,0.13392857142857142,120.0,2332.0,0.051457975986277875,
2020-03-20,TX,194.0,5083.0,,,,,,,,,,3/20/2020 13:00,2020-03-20T13:00:00Z,03/20 09:00,5.0,,2020-03-20 13:00:00+00:00,,,,,,,48,51,2871,5277,5277,2922,5277,2,0,88433af64092090db1531b5fcedb67750eb2c5a6,0,0,0,0,0,,28995881,0.03676331248815615,0.00018199136629095698,6.6906054691009386e-06,0.02577319587628866,500.0,306.0,1.7243828528610666e-05,1.0553223059509728e-05,0.017453798767967144,155.0,5238.0,0.029591447117220313,
2020-03-21,TX,304.0,6218.0,,,,,,,,,,3/21/2020 13:00,2020-03-21T13:00:00Z,03/21 09:00,5.0,,2020-03-21 13:00:00+00:00,,,,,,,48,110,1135,6522,6522,1245,6522,0,0,9d8a8d177b17a9ae7fc2d3852802f7221789b092,0,0,0,0,0,,28995881,0.04661146887457835,0.00022492849932719754,1.0484247745395286e-05,0.01644736842105263,500.0,196.0,1.7243828528610666e-05,6.759580783215382e-06,0.08835341365461848,253.0,6471.0,0.03909751197651059,
2020-03-22,TX,334.0,8422.0,,,,,,,,,,3/21/2020 21:00,2020-03-21T21:00:00Z,03/21 17:00,5.0,,2020-03-21 21:00:00+00:00,,,,,,,48,30,2204,8756,8756,2234,8756,0,0,f01dc349f66a674bc55cd343d4a573730efda6a2,0,0,0,0,0,,28995881,0.038145271813613525,0.00030197392519303,1.1518877457111926e-05,0.014970059880239521,500.0,166.0,1.7243828528610666e-05,5.724951071498742e-06,0.01342882721575649,278.0,8700.0,0.03195402298850575,
2020-03-23,TX,352.0,9703.0,,,,,,,,,A,3/23/2020 13:00,2020-03-23T13:00:00Z,03/23 09:00,8.0,,2020-03-23 13:00:00+00:00,,,,,,,48,18,1281,10055,10055,1299,10055,3,0,b3c6037db4c9baed41cb77a37fb33f1334cff189,0,0,0,0,0,,28995881,0.035007458975634016,0.0003467733917103605,1.213965528414191e-05,0.022727272727272728,800.0,448.0,2.759012564577707e-05,1.545047036163516e-05,0.013856812933025405,295.0,9998.0,0.029505901180236046,
2020-03-24,TX,410.0,10757.0,,,,,,,,,A,3/23/2020 21:00,2020-03-23T21:00:00Z,03/23 17:00,9.0,,2020-03-23 21:00:00+00:00,,,,,,,48,58,1054,11167,11167,1112,11167,1,0,29e3ddca01647fe5b052e77c5f8fd9f211ff019c,0,0,0,0,0,,28995881,0.03671532193068864,0.0003851236663579906,1.4139939393460748e-05,0.02195121951219512,900.0,490.0,3.10388913514992e-05,1.6898951958038453e-05,0.052158273381294966,346.0,9899.0,0.03495302555813719,
2020-03-25,TX,974.0,12520.0,,,,,,,,,A,3/25/2020 12:30,2020-03-25T12:30:00Z,03/25 08:30,12.0,,2020-03-25 12:30:00+00:00,,,,,,,48,564,1763,13494,13494,2327,13494,3,0,490a4fe192e6f25c9d3e4bc3955a0b2a8cccdf58,0,0,0,0,0,,28995881,0.07218022824959242,0.0004653764443301447,3.359097797373358e-05,0.012320328542094456,1200.0,226.0,4.13851884686656e-05,7.794210494932022e-06,0.24237215298667814,891.0,11587.0,0.0768965219642703,
2020-03-26,TX,1396.0,20028.0,,,,,,,,,A,3/26/2020 13:00,2020-03-26T13:00:00Z,03/26 09:00,18.0,,2020-03-26 13:00:00+00:00,,,,,,,48,422,7508,21424,21424,7930,21424,6,0,8742407610cba4b36ec9a5c50a7c3ec8fc42e888,0,0,0,0,0,,28995881,0.06516056758775206,0.0007388635647939099,4.8144769251880983e-05,0.012893982808022923,1800.0,404.0,6.20777827029984e-05,1.3933013451117419e-05,0.0532156368221942,1253.0,19069.0,0.06570874193717552,
2020-03-27,TX,1731.0,21935.0,,,,,,,,,A,3/27/2020 13:00,2020-03-27T13:00:00Z,03/27 09:00,23.0,,2020-03-27 13:00:00+00:00,,,,,,,48,335,1907,23666,23666,2242,23666,5,0,2b4888109dd016e1e88a5d8acea25bfd03931121,0,0,0,0,0,,28995881,0.07314290543395588,0.0008161848919162001,5.969813436605013e-05,0.013287117273252455,2300.0,569.0,7.932161123160906e-05,1.962347686555894e-05,0.14942016057091884,1537.0,18389.0,0.08358257654032301,
2020-03-28,TX,2052.0,23208.0,,,,,,,,,A,3/28/2020 12:45,2020-03-28T12:45:00Z,03/28 08:45,27.0,,2020-03-28 12:45:00+00:00,,,,,,,48,321,1273,25260,25260,1594,25260,4,0,49acb7dae68355323d8e88370e29399141617cad,0,0,0,0,0,,28995881,0.08123515439429929,0.0008711582172654109,7.076867228141818e-05,0.013157894736842105,2700.0,648.0,9.31166740544976e-05,2.2348001773079425e-05,0.2013801756587202,1748.0,18738.0,0.09328636994343047,
2020-03-29,TX,2552.0,23208.0,,,,,,,,,A,3/29/2020 13:45,2020-03-29T13:45:00Z,03/29 09:45,34.0,,2020-03-29 13:45:00+00:00,,,,,,,48,500,0,25760,25760,500,25760,7,0,2b4949712ad150d918e256e4ff826183cbf04cd6,0,0,0,0,0,,28995881,0.09906832298136646,0.0008884020457940216,8.801250081002885e-05,0.013322884012539185,3400.0,848.0,0.00011725803399455254,2.924553318452369e-05,1.0,2218.0,17004.0,0.13043989649494236,
2020-03-30,TX,2877.0,33003.0,,,,,,,,38.0,A,3/30/2020 12:45,2020-03-30T12:45:00Z,03/30 08:45,34.0,,2020-03-30 12:45:00+00:00,,,,,,,48,325,9795,35880,35880,10120,35880,0,0,ba7d2e9937e1d560ec27897e74324a7259370930,0,0,0,0,0,,28995881,0.08018394648829431,0.0012374171352131016,9.922098935362577e-05,0.011817865832464372,3400.0,523.0,0.00011725803399455254,1.803704464092676e-05,0.032114624505928856,2525.0,25825.0,0.09777347531461762,
2020-03-31,TX,3266.0,39726.0,,196.0,,,,,,38.0,A,3/31/2020 13:45,2020-03-31T13:45:00Z,03/31 09:45,41.0,,2020-03-31 13:45:00+00:00,,,,,,,48,389,6723,42992,42992,7112,42992,7,0,ad0910a743cf26ab93f4eda02ca0a5186121dc92,0,0,0,0,0,,28995881,0.07596762188314105,0.0014826933522040595,0.00011263668794888488,0.012553582363747704,4100.0,834.0,0.00014139939393460746,2.8762705985722594e-05,0.0546962879640045,2856.0,31825.0,0.08974076983503534,6.759580783215382e-06
2020-04-01,TX,3997.0,43860.0,,196.0,,,,,,38.0,A,3/31/2020 21:00,2020-03-31T21:00:00Z,03/31 17:00,58.0,,2020-03-31 21:00:00+00:00,,,,,,,48,731,4134,47857,47857,4865,47857,17,0,c40abaa498a19847e9aede019c9a5d56cbede9f8,0,0,0,0,0,,28995881,0.08351965229746955,0.0016504758037874413,0.00013784716525771368,0.01451088316237178,5800.0,1803.0,0.00020002841093188375,6.218124567417006e-05,0.15025693730729703,3023.0,34363.0,0.08797252859179931,6.759580783215382e-06
